coords,res
5706,60
5708,60
5710,60
5712,60
5715,60
5723,60
5724,60
5726,60
5727,60
5730,60
5736,60
5740,60
5742,60
5743,60
5748,60
5749,60
5751,60
5755,60
5756,60
5758,60
5757,60
5762,60
5763,60
5764,60
5767,60
5770,60
5771,60
5776,60
5780,60
5784,60
5789,60
5790,60
5794,60
5797,60
5798,60
5802,60
5805,60
5807,60
5813,60
5812,60
5815,60
5816,60
5818,60
5817,60
5819,60
5820,60
5821,60
5822,60
5823,60
5825,60
5826,60
5828,60
5832,60
5833,60
5834,60
5838,60
5843,60
5844,60
5848,60
5850,60
5852,60
5853,60
5854,60
5855,60
5857,60
5858,60
5860,60
5861,60
5862,60
5864,60
5866,60
5868,60
5871,60
5875,60
5878,60
5879,60
5881,60
5882,60
5884,61
5885,61
5886,61
5889,61
5891,61
5896,61
5897,61
5901,61
5903,61
5902,61
5905,61
5908,61
5914,61
5915,61
5916,61
5917,61
5918,61
5922,61
5928,61
5929,61
5932,61
5937,61
5944,61
5946,61
5949,61
5948,61
5950,61
5956,61
5960,61
5962,61
5963,61
5965,61
5966,61
5967,61
5971,61
5975,61
5976,61
5978,61
5981,61
5982,61
5984,61
5985,61
5987,61
5989,61
5992,61
5994,61
5996,61
6000,61
6004,61
6007,61
6008,61
6012,61
6015,61
6018,61
6021,61
6023,61
6027,61
6030,61
6031,61
6033,61
6038,61
6036,61
6040,61
6041,61
6043,61
6045,61
6049,61
6051,61
6050,61
6053,61
6058,61
6057,61
6060,61
6062,61
6063,61
6070,61
6073,61
6074,61
6079,61
6082,61
6083,61
6086,61
6090,61
6093,62
6092,62
6096,62
6097,62
6100,62
6106,62
6107,62
6109,62
6111,62
6115,62
6121,62
6125,62
6126,62
6127,62
6128,62
6133,62
6131,62
6136,62
6139,62
6142,62
6141,62
6146,62
6151,62
6155,62
6157,62
6159,62
6170,62
6172,62
6171,62
6173,62
6177,62
6176,62
6179,62
6186,62
6189,62
6188,62
6193,62
6196,62
6198,62
6197,62
6201,62
6204,62
6203,62
6202,62
6207,62
6208,62
6205,62
6209,62
6210,62
6216,62
6220,62
6224,62
6222,62
6227,62
6229,62
6237,62
6236,62
6238,62
6246,62
6248,62
6247,62
6249,62
6250,62
6253,62
6254,62
6262,62
6265,62
6261,62
6264,62
6267,62
6271,62
6270,62
6272,62
6275,62
6277,62
6280,63
6282,62
6279,63
6285,62
6283,62
6287,63
6281,63
6288,63
6290,63
6291,63
6292,63
6297,63
6300,63
6298,63
6301,63
6304,63
6305,63
6313,63
6315,63
6318,63
6316,63
6319,63
6324,63
6323,63
6328,63
6331,63
6334,63
6333,63
6338,63
6340,63
6342,63
6345,63
6352,63
6351,63
6354,63
6355,63
6361,63
6362,63
6365,63
6367,63
6368,63
6376,63
6375,63
6381,63
6384,63
6386,63
6390,63
6394,63
6396,63
6398,63
6399,63
6404,63
6405,63
6407,63
6412,63
6414,63
6416,63
6420,63
6423,63
6424,63
6430,63
6429,63
6428,63
6434,63
6431,63
6437,63
6433,63
6440,63
6448,63
6443,63
6452,63
6453,63
6451,63
6455,63
6461,63
6456,63
6458,63
6471,63
6463,63
6466,63
6468,63
6477,64
6472,64
6473,64
6482,64
6489,64
6484,64
6485,64
6490,64
6495,64
6491,64
6501,64
6493,64
6502,64
6494,64
6496,64
6500,64
6512,64
6505,64
6507,64
6511,64
6513,64
6525,64
6517,64
6519,64
6529,64
6521,64
6524,64
6528,64
6530,64
6534,64
6532,64
6535,64
6541,64
6551,64
6549,64
6548,64
6552,64
6554,64
6559,64
6558,64
6570,64
6564,64
6567,64
6572,64
6576,64
6568,64
6573,64
6575,64
6579,64
6580,64
6587,64
6583,64
6591,64
6584,64
6586,64
6593,64
6595,64
6597,64
6599,64
6601,64
6605,64
6606,64
6608,64
6616,64
6626,64
6633,64
6632,64
6634,64
6636,64
6640,64
6643,64
6646,64
6642,64
6652,64
6657,64
6661,64
6662,64
6664,64
6660,64
6671,64
6666,64
6675,64
6676,64
6684,65
6682,65
6689,65
6692,65
6690,65
6698,65
6704,65
6700,65
6707,65
6709,65
6711,65
6715,65
6721,65
6722,65
6729,65
6727,65
6725,65
6737,65
6742,65
6740,65
6743,65
6745,65
6750,65
6752,65
6756,65
6759,65
6764,65
6760,65
6765,65
6763,65
6766,65
6768,65
6774,65
6770,65
6773,65
6775,65
6778,65
6780,65
6787,65
6786,65
6797,65
6798,65
6793,65
6799,65
6804,65
6810,65
6816,65
6809,65
6819,65
6821,65
6823,65
6828,65
6830,65
6833,65
6838,65
6845,65
6848,65
6847,65
6850,65
6854,65
6856,65
6861,65
6862,65
6863,65
6866,65
6868,65
6870,65
6879,65
6874,65
6873,65
6877,65
6880,65
6884,65
6886,65
6888,65
6891,65
6893,65
6894,66
6901,66
6898,66
6899,66
6905,66
6911,66
6907,66
6915,66
6913,66
6916,66
6923,66
6919,66
6918,66
6921,66
6920,66
6927,66
6934,66
6932,66
6926,66
6933,66
6935,66
6937,66
6944,66
6954,66
6958,66
6947,66
6952,66
6949,66
6955,66
6959,66
6963,66
6966,66
6971,66
6965,66
6973,66
6974,66
6972,66
6979,66
6978,66
6991,66
6986,66
6999,66
6995,66
7006,66
7001,66
7003,66
7004,66
7011,66
7010,66
7014,66
7023,66
7016,66
7027,66
7028,66
7033,66
7029,66
7042,66
7040,66
7036,66
7041,66
7046,66
7057,66
7055,66
7056,66
7059,66
7060,66
7068,66
7064,66
7071,66
7067,66
7069,66
7075,66
7079,66
7072,66
7086,66
7087,67
7083,66
7092,66
7085,66
7088,67
7095,67
7091,67
7093,67
7103,67
7098,67
7104,67
7101,67
7108,67
7110,67
7109,67
7113,67
7117,67
7121,67
7119,67
7122,67
7124,67
7126,67
7132,67
7128,67
7137,67
7139,67
7141,67
7149,67
7146,67
7150,67
7154,67
7157,67
7160,67
7166,67
7167,67
7171,67
7174,67
7176,67
7180,67
7186,67
7184,67
7196,67
7193,67
7191,67
7194,67
7198,67
7204,67
7205,67
7209,67
7201,67
7206,67
7213,67
7220,67
7228,67
7221,67
7230,67
7231,67
7235,67
7238,67
7239,67
7240,67
7242,67
7246,67
7245,67
7248,67
7251,67
7250,67
7249,67
7257,67
7264,67
7266,67
7272,67
7270,67
7273,67
7278,67
7282,67
7286,67
7287,67
7288,67
7290,68
7294,68
7299,68
7303,68
7306,68
7313,68
7311,68
7317,68
7320,68
7330,68
7331,68
7332,68
7333,68
7338,68
7335,68
7340,68
7343,68
7345,68
7341,68
7350,68
7347,68
7352,68
7348,68
7358,68
7357,68
7363,68
7368,68
7364,68
7370,68
7366,68
7372,68
7379,68
7380,68
7388,68
7382,68
7386,68
7384,68
7394,68
7392,68
7398,68
7393,68
7397,68
7395,68
7405,68
7403,68
7410,68
7407,68
7408,68
7413,68
7419,68
7412,68
7411,68
7416,68
7426,68
7427,68
7425,68
7420,68
7437,68
7428,68
7429,68
7433,68
7438,68
7441,68
7447,68
7443,68
7450,68
7449,68
7459,68
7457,68
7460,68
7463,68
7466,68
7472,68
7479,68
7485,68
7487,68
7482,68
7489,68
7492,68
7490,68
7498,69
7499,69
7500,69
7493,69
7495,69
7507,69
7510,69
7511,69
7512,69
7518,69
7516,69
7515,69
7519,69
7522,69
7528,69
7531,69
7537,69
7546,69
7547,69
7551,69
7553,69
7556,69
7557,69
7558,69
7568,69
7564,69
7566,69
7574,69
7570,69
7571,69
7573,69
7572,69
7580,69
7577,69
7579,69
7583,69
7581,69
7588,69
7586,69
7591,69
7592,69
7599,69
7595,69
7602,69
7610,69
7613,69
7607,69
7619,69
7621,69
7624,69
7616,69
7623,69
7620,69
7622,69
7625,69
7628,69
7630,69
7633,69
7637,69
7642,69
7644,69
7643,69
7652,69
7659,69
7660,69
7657,69
7661,69
7665,69
7667,69
7673,69
7668,69
7676,69
7672,69
7683,69
7681,69
7680,69
7689,69
7690,69
7687,69
7688,69
7692,69
7694,69
7705,69
7707,69
7703,70
7704,70
7711,70
7719,70
7714,70
7731,70
7721,70
7724,70
7728,70
7730,70
7743,70
7739,70
7742,70
7748,70
7757,70
7752,70
7759,70
7753,70
7755,70
7760,70
7761,70
7774,70
7766,70
7769,70
7775,70
7786,70
7781,70
7798,70
7785,70
7792,70
7795,70
7807,70
7809,70
7810,70
7811,70
7814,70
7817,70
7827,70
7823,70
7826,70
7833,70
7832,70
7838,70
7839,70
7841,70
7836,70
7843,70
7847,70
7849,70
7853,70
7859,70
7857,70
7862,70
7867,70
7872,70
7879,70
7876,70
7873,70
7887,70
7890,70
7889,70
7902,70
7893,70
7909,70
7906,70
7899,70
7901,70
7916,70
7911,70
7915,70
7926,70
7921,70
7924,70
7923,70
7930,70
7939,71
7936,70
7931,70
7942,71
7935,71
7943,71
7940,71
7941,71
7945,71
7948,71
7947,71
7956,71
7962,71
7954,71
7955,71
7968,71
7971,71
7969,71
7966,71
7980,71
7977,71
7982,71
7988,71
7981,71
7984,71
7990,71
7991,71
7992,71
7994,71
7995,71
7989,71
7993,71
8000,71
7998,71
8005,71
8006,71
8019,71
8011,71
8010,71
8008,71
8015,71
8024,71
8017,71
8023,71
8018,71
8026,71
8036,71
8039,71
8034,71
8029,71
8044,71
8038,71
8042,71
8056,71
8059,71
8052,71
8051,71
8055,71
8054,71
8058,71
8064,71
8057,71
8072,71
8082,71
8075,71
8077,71
8074,71
8078,71
8080,71
8086,71
8093,71
8105,71
8096,71
8106,71
8101,71
8114,71
8113,71
8119,71
8118,71
8107,71
8120,71
8126,72
8128,71
8127,71
8124,71
8140,72
8133,72
8139,72
8146,72
8148,72
8153,72
8155,72
8162,72
8166,72
8170,72
8172,72
8171,72
8176,72
8174,72
8178,72
8180,72
8184,72
8173,72
8186,72
8191,72
8181,72
8196,72
8200,72
8193,72
8195,72
8201,72
8197,72
8190,72
8199,72
8205,72
8206,72
8204,72
8217,72
8211,72
8219,72
8224,72
8226,72
8235,72
8232,72
8233,72
8234,72
8229,72
8237,72
8240,72
8242,72
8247,72
8254,72
8255,72
8267,72
8260,72
8277,72
8274,72
8280,72
8284,72
8285,72
8292,72
8294,72
8291,72
8293,72
8300,72
8298,72
8308,72
8304,72
8307,72
8312,72
8313,72
8314,72
8320,72
8326,72
8328,72
8342,72
8345,72
8357,72
8353,72
8360,72
8359,72
8364,72
8363,72
8371,72
8366,72
8370,72
8375,73
8376,73
8386,73
8387,73
8393,73
8388,73
8397,73
8400,73
8409,73
8410,73
8415,73
8416,73
8418,73
8419,73
8417,73
8423,73
8424,73
8428,73
8432,73
8439,73
8442,73
8446,73
8447,73
8450,73
8443,73
8445,73
8458,73
8454,73
8461,73
8471,73
8465,73
8468,73
8479,73
8486,73
8487,73
8485,73
8492,73
8498,73
8494,73
8501,73
8503,73
8510,73
8515,73
8520,73
8518,73
8522,73
8521,73
8525,73
8524,73
8519,73
8527,73
8529,73
8539,73
8541,73
8542,73
8545,73
8544,73
8547,73
8552,73
8557,73
8560,73
8559,73
8558,73
8566,73
8565,73
8562,73
8569,73
8579,73
8575,73
8583,73
8574,73
8580,73
8578,74
8586,74
8582,74
8589,74
8591,74
8593,74
8592,74
8594,74
8595,74
8588,74
8599,74
8600,74
8603,74
8602,74
8605,74
8609,74
8610,74
8613,74
8614,74
8620,74
8623,74
8622,74
8629,74
8634,74
8625,74
8637,74
8638,74
8641,74
8646,74
8647,74
8653,74
8651,74
8655,74
8656,74
8657,74
8660,74
8671,74
8673,74
8668,74
8675,74
8676,74
8683,74
8684,74
8690,74
8694,74
8692,74
8700,74
8703,74
8704,74
8706,74
8701,74
8718,74
8719,74
8722,74
8723,74
8731,74
8728,74
8743,74
8737,74
8742,74
8749,74
8751,74
8752,74
8756,74
8753,74
8767,74
8772,74
8773,74
8777,74
8779,74
8782,74
8787,74
8788,74
8793,74
8790,74
8798,74
8796,74
8808,74
8807,74
8813,74
8814,74
8816,74
8805,74
8809,74
8825,74
8831,75
8833,74
8837,75
8839,75
8840,75
8842,75
8830,75
8845,75
8850,75
8855,75
8858,75
8859,75
8864,75
8865,75
8852,75
8866,75
8867,75
8870,75
8868,75
8873,75
8876,75
8874,75
8875,75
8881,75
8882,75
8889,75
8895,75
8892,75
8893,75
8897,75
8899,75
8902,75
8904,75
8890,75
8912,75
8917,75
8900,75
8921,75
8924,75
8927,75
8931,75
8933,75
8934,75
8937,75
8939,75
8923,75
8943,75
8942,75
8949,75
8950,75
8957,75
8955,75
8954,75
8938,75
8960,75
8962,75
8964,75
8969,75
8978,75
8979,75
8961,75
8984,75
8980,75
8985,75
8989,75
8991,75
8975,75
8993,75
8995,75
8982,75
8996,75
9002,75
9003,75
9001,75
9011,75
9010,75
9014,75
9009,75
9024,75
9026,75
9028,75
9032,75
9034,76
9039,75
9038,75
9046,76
9050,76
9041,76
9060,76
9066,76
9067,76
9068,76
9075,76
9079,76
9070,76
9078,76
9087,76
9089,76
9084,76
9091,76
9101,76
9099,76
9086,76
9109,76
9111,76
9110,76
9115,76
9114,76
9117,76
9124,76
9126,76
9125,76
9116,76
9129,76
9130,76
9143,76
9136,76
9141,76
9142,76
9145,76
9147,76
9135,76
9153,76
9161,76
9152,76
9144,76
9160,76
9179,76
9154,76
9178,76
9177,76
9166,76
9187,76
9186,76
9191,76
9195,76
9200,76
9207,76
9205,76
9209,76
9210,76
9215,76
9216,76
9218,76
9217,76
9225,76
9223,76
9233,76
9229,76
9239,76
9234,76
9246,76
9244,76
9254,76
9256,76
9261,76
9263,76
9268,76
9259,76
9271,76
9276,76
9278,76
9282,76
9284,76
9288,76
9291,76
9296,77
9280,77
9297,77
9305,77
9309,77
9313,77
9311,77
9302,77
9320,77
9315,77
9323,77
9324,77
9329,77
9327,77
9334,77
9333,77
9337,77
9344,77
9330,77
9349,77
9357,77
9355,77
9360,77
9361,77
9363,77
9372,77
9381,77
9379,77
9380,77
9374,77
9389,77
9392,77
9394,77
9399,77
9411,77
9403,77
9416,77
9409,77
9417,77
9413,77
9410,77
9419,77
9421,77
9431,77
9428,77
9427,77
9439,77
9435,77
9442,77
9438,77
9454,77
9446,77
9468,77
9455,77
9472,77
9471,77
9474,77
9465,77
9479,77
9480,77
9486,77
9483,77
9493,77
9484,77
9488,77
9498,77
9502,77
9499,77
9497,77
9511,77
9500,77
9509,77
9515,77
9513,77
9518,77
9512,77
9522,77
9523,77
9514,77
9524,77
9534,77
9519,77
9517,77
9535,78
9532,78
9542,78
9539,78
9538,78
9541,78
9540,78
9543,78
9546,78
9548,78
9555,78
9561,78
9558,78
9564,78
9563,78
9567,78
9576,78
9571,78
9584,78
9578,78
9593,78
9595,78
9591,78
9596,78
9602,78
9604,78
9611,78
9607,78
9612,78
9603,78
9616,78
9608,78
9620,78
9625,78
9627,78
9633,78
9636,78
9638,78
9629,78
9643,78
9646,78
9632,78
9639,78
9654,78
9656,78
9660,78
9666,78
9662,78
9670,78
9675,78
9674,78
9679,78
9682,78
9691,78
9695,78
9694,78
9696,78
9684,78
9711,78
9709,78
9710,78
9715,78
9704,78
9720,78
9724,78
9725,78
9727,78
9723,78
9730,78
9731,78
9732,78
9736,78
9742,78
9745,78
9750,78
9753,78
9756,78
9758,78
9767,79
9765,79
9766,79
9768,79
9781,79
9775,79
9771,79
9780,79
9787,79
9786,79
9794,79
9784,79
9789,79
9796,79
9802,79
9795,79
9798,79
9810,79
9811,79
9812,79
9815,79
9817,79
9833,79
9823,79
9824,79
9825,79
9827,79
9835,79
9837,79
9841,79
9834,79
9845,79
9853,79
9854,79
9855,79
9856,79
9859,79
9860,79
9867,79
9868,79
9865,79
9864,79
9873,79
9872,79
9897,79
9885,79
9886,79
9881,79
9892,79
9896,79
9898,79
9900,79
9901,79
9903,79
9908,79
9911,79
9910,79
9914,79
9917,79
9923,79
9924,79
9927,79
9928,79
9930,79
9935,79
9950,79
9958,79
9943,79
9947,79
9942,79
9945,79
9946,79
9962,79
9967,79
9978,79
9975,79
9974,79
9990,79
9992,79
9995,79
9998,79
10003,80
10009,79
10012,80
10018,79
10022,79
10024,80
10029,80
10031,80
10032,80
10047,80
10037,80
10034,80
10054,80
10043,80
10048,80
10051,80
10072,80
10062,80
10064,80
10069,80
10074,80
10075,80
10063,80
10089,80
10090,80
10095,80
10092,80
10097,80
10105,80
10108,80
10110,80
10112,80
10113,80
10114,80
10117,80
10119,80
10122,80
10125,80
10126,80
10127,80
10128,80
10130,80
10132,80
10135,80
10139,80
10140,80
10138,80
10144,80
10145,80
10146,80
10149,80
10151,80
10153,80
10155,80
10156,80
10163,80
10168,80
10169,80
10170,80
10175,80
10181,80
10176,80
10178,80
10182,80
10191,80
10190,80
10193,80
10201,80
10203,80
10211,80
10215,80
10218,80
10220,80
10237,80
10229,80
10231,80
10230,80
10236,80
10239,80
10243,80
10246,80
10247,80
10250,80
10251,80
10253,80
10257,80
10259,81
10260,81
10262,81
10267,81
10269,81
10274,81
10275,81
10279,81
10281,81
10285,81
10295,81
10296,81
10298,81
10303,81
10304,81
10306,81
10308,81
10312,81
10313,81
10318,81
10324,81
10327,81
10329,81
10334,81
10336,81
10337,81
10339,81
10340,81
10343,81
10356,81
10358,81
10363,81
10368,81
10376,81
10377,81
10389,81
10397,81
10381,81
10408,81
10415,81
10426,81
10432,81
10438,81
10625,81
10629,81
10632,81
10633,81
10639,81
10642,81
10643,81
10645,81
10649,81
10650,81
10657,81
10661,81
10662,81
10666,81
10667,81
10674,81
10677,81
10682,81
10683,81
10687,81
10689,81
10694,81
10698,81
10702,81
10706,81
10711,81
10713,81
10716,81
10718,81
10721,81
10722,81
10725,81
10732,81
10733,81
10736,81
10739,81
10743,81
10752,81
10754,81
10756,81
10758,81
10759,81
10762,81
10767,82
10770,82
10774,82
10776,82
10779,82
10784,82
10786,82
10787,82
10788,82
10795,82
10796,82
10799,82
10802,82
10811,82
10812,82
10814,82
10820,82
10821,82
10823,82
10827,82
10831,82
10836,82
10838,82
10841,82
10844,82
10846,82
10851,82
10854,82
10857,82
10860,82
10861,82
10866,82
10868,82
10871,82
10872,82
10873,82
10879,82
10887,82
10888,82
10893,82
10894,82
10896,82
10897,82
10898,82
10900,82
10904,82
10907,82
10909,82
10910,82
10913,82
10918,82
10921,82
10927,82
10930,82
10931,82
10934,82
10938,82
10945,82
10947,82
10949,82
10950,82
10952,82
10955,82
10959,82
10960,82
10968,82
10971,82
10976,82
10980,82
10981,82
10987,82
10988,82
10992,82
10993,82
10996,82
10999,82
11001,82
11003,82
11007,82
11012,82
11015,82
11016,82
11018,82
11019,82
11021,82
11024,82
11028,82
11032,82
11033,82
11034,82
11037,82
11039,83
11043,83
11050,83
11051,83
11060,83
11065,83
11069,83
11070,83
11074,83
11076,83
11081,83
11084,83
11086,83
11088,83
11090,83
11095,83
11098,83
11099,83
11102,83
11103,83
11104,83
11105,83
11108,83
11111,83
11115,83
11116,83
11117,83
11121,83
11123,83
11129,83
11131,83
11138,83
11142,83
11145,83
11148,83
11149,83
11154,83
11157,83
11158,83
11161,83
11165,83
11169,83
11174,83
11178,83
11182,83
11185,83
11189,83
11190,83
11193,83
11198,83
11199,83
11203,83
11201,83
11206,83
11210,83
11216,83
11222,83
11224,83
11226,83
11227,83
11232,83
11233,83
11237,83
11239,83
11241,83
11243,83
11245,83
11247,83
11250,83
11253,83
11261,83
11264,83
11265,83
11267,83
11269,83
11275,83
11278,83
11281,83
11279,83
11283,83
11289,83
11293,83
11296,83
11297,84
11301,84
11304,84
11302,84
11314,84
11315,84
11321,84
11326,84
11329,84
11333,84
11332,84
11335,84
11338,84
11341,84
11343,84
11345,84
11346,84
11350,84
11353,84
11356,84
11360,84
11362,84
11363,84
11366,84
11367,84
11372,84
11373,84
11377,84
11378,84
11382,84
11386,84
11389,84
11388,84
11390,84
11394,84
11395,84
11399,84
11405,84
11410,84
11415,84
11419,84
11424,84
11426,84
11428,84
11430,84
11433,84
11436,84
11439,84
11441,84
11440,84
11444,84
11445,84
11448,84
11449,84
11456,84
11453,84
11457,84
11458,84
11462,84
11466,84
11470,84
11472,84
11475,84
11479,84
11482,84
11484,84
11486,84
11487,84
11491,84
11492,84
11495,84
11496,84
11497,84
11499,84
11502,84
11504,84
11507,84
11512,84
11514,84
11513,84
11515,84
11516,84
11520,84
11522,84
11525,84
11527,84
11535,84
11536,84
11540,84
11543,84
11546,84
11551,84
11558,85
11559,85
11561,85
11566,85
11565,85
11568,85
11572,85
11575,85
11577,85
11582,85
11585,85
11592,85
11593,85
11594,85
11597,85
11601,85
11602,85
11605,85
11611,85
11612,85
11614,85
11615,85
11618,85
11620,85
11621,85
11624,85
11628,85
11631,85
11634,85
11636,85
11637,85
11640,85
11648,85
11652,85
11657,85
11659,85
11661,85
11664,85
11671,85
11674,85
11673,85
11675,85
11678,85
11677,85
11688,85
11691,85
11689,85
11690,85
11696,85
11695,85
11698,85
11701,85
11705,85
11707,85
11709,85
11712,85
11715,85
11720,85
11721,85
11723,85
11728,85
11727,85
11733,85
11738,85
11737,85
11740,85
11742,85
11744,85
11746,85
11748,85
11750,85
11752,85
11754,85
11756,85
11761,85
11763,85
11767,85
11774,85
11777,85
11778,85
11779,85
11783,85
11780,85
11785,85
11792,85
11797,86
11795,86
11798,86
11800,86
11805,86
11809,86
11810,86
11812,86
11816,86
11817,86
11824,86
11827,86
11828,86
11829,86
11837,86
11838,86
11841,86
11846,86
11853,86
11849,86
11857,86
11854,86
11858,86
11861,86
11862,86
11863,86
11865,86
11868,86
11869,86
11870,86
11875,86
11880,86
11878,86
11885,86
11886,86
11893,86
11892,86
11901,86
11899,86
11905,86
11907,86
11909,86
11908,86
11913,86
11911,86
11915,86
11919,86
11927,86
11929,86
11932,86
11933,86
11937,86
11942,86
11949,86
11947,86
11950,86
11952,86
11959,86
11961,86
11960,86
11966,86
11970,86
11973,86
11977,86
11974,86
11976,86
11978,86
11981,86
11979,86
11985,86
11988,86
11990,86
11993,86
12002,86
11999,86
12003,86
12007,86
12011,86
12010,86
12013,86
12019,86
12018,86
12020,86
12021,86
12025,86
12027,86
12033,86
12035,86
12039,86
12038,86
12037,86
12043,87
12044,87
12051,87
12054,87
12056,87
12058,87
12060,87
12062,87
12061,87
12066,87
12064,87
12069,87
12070,87
12072,87
12074,87
12076,87
12082,87
12084,87
12087,87
12094,87
12105,87
12106,87
12111,87
12109,87
12115,87
12116,87
12118,87
12121,87
12128,87
12130,87
12132,87
12134,87
12137,87
12140,87
12141,87
12143,87
12147,87
12148,87
12155,87
12157,87
12160,87
12162,87
12165,87
12164,87
12170,87
12175,87
12179,87
12177,87
12182,87
12178,87
12184,87
12188,87
12190,87
12193,87
12195,87
12199,87
12201,87
12202,87
12206,87
12207,87
12209,87
12215,87
12221,87
12222,87
12226,87
12225,87
12228,87
12229,87
12230,87
12236,87
12240,87
12244,87
12245,87
12255,87
12259,87
12262,87
12267,87
12272,87
12279,87
12285,87
12283,88
12293,88
12300,88
12297,88
12303,88
12302,88
12306,88
12309,88
12316,88
12319,88
12321,88
12329,88
12330,88
12332,88
12334,88
12338,88
12342,88
12343,88
12351,88
12355,88
12354,88
12357,88
12364,88
12362,88
12367,88
12373,88
12369,88
12375,88
12376,88
12381,88
12382,88
12384,88
12389,88
12386,88
12398,88
12397,88
12402,88
12400,88
12405,88
12410,88
12408,88
12414,88
12415,88
12420,88
12426,88
12427,88
12428,88
12429,88
12439,88
12437,88
12444,88
12451,88
12449,88
12453,88
12455,88
12458,88
12457,88
12459,88
12460,88
12466,88
12463,88
12471,88
12476,88
12479,88
12481,88
12488,88
12493,88
12494,88
12496,88
12495,88
12500,88
12504,88
12503,88
12506,88
12515,88
12516,88
12518,88
12523,88
12526,88
12528,88
12532,88
12536,88
12539,89
12541,89
12550,89
12553,89
12551,89
12560,89
12558,89
12566,89
12561,89
12569,89
12572,89
12573,89
12583,89
12576,89
12577,89
12588,89
12593,89
12591,89
12595,89
12606,89
12604,89
12607,89
12609,89
12611,89
12610,89
12619,89
12622,89
12624,89
12633,89
12642,89
12645,89
12649,89
12659,89
12657,89
12667,89
12672,89
12676,89
12682,89
12687,89
12695,89
12697,89
12696,89
12700,89
12698,89
12701,89
12705,89
12709,89
12714,89
12712,89
12721,89
12724,89
12723,89
12729,89
12741,89
12740,89
12749,89
12750,89
12761,89
12764,89
12763,89
12767,89
12774,89
12779,89
12781,89
12789,89
12784,89
12788,89
12787,89
12790,89
12798,89
12800,89
12804,89
12814,89
12819,89
12822,89
12827,89
12831,89
12834,89
12836,89
12845,89
12847,89
12854,89
12851,89
12857,89
12856,89
12861,89
12852,90
12862,90
12866,90
12868,90
12870,90
12860,90
12875,90
12880,90
12884,90
12889,90
12891,90
12886,90
12896,90
12900,90
12890,90
12903,90
12897,90
12899,90
12911,90
12912,90
12905,90
12908,90
12916,90
12921,90
12914,90
12927,90
12926,90
12931,90
12928,90
12937,90
12932,90
12934,90
12939,90
12942,90
12944,90
12953,90
12954,90
12964,90
12968,90
12971,90
12966,90
12972,90
12975,90
12982,90
12984,90
12986,90
12985,90
12990,90
12994,90
12993,90
13000,90
13003,90
13008,90
13015,90
13006,90
13019,90
13022,90
13029,90
13032,90
13020,90
13038,90
13042,90
13039,90
13048,90
13036,90
13052,90
13051,90
13045,90
13040,90
13066,90
13056,90
13055,90
13043,90
13064,90
13069,90
13070,90
13083,90
13075,90
13076,90
13082,90
13077,90
13091,90
13095,90
13092,90
13089,90
13108,91
13111,90
13110,91
13114,91
13112,91
13119,91
13127,91
13129,91
13132,91
13125,91
13139,91
13144,91
13151,91
13136,91
13149,91
13155,91
13156,91
13160,91
13159,91
13163,91
13170,91
13182,91
13178,91
13185,91
13189,91
13193,91
13196,91
13197,91
13200,91
13212,91
13198,91
13199,91
13201,91
13210,91
13226,91
13229,91
13235,91
13243,91
13234,91
13244,91
13249,91
13238,91
13262,91
13252,91
13254,91
13256,91
13261,91
13251,91
13282,91
13290,91
13272,91
13283,91
13281,91
13284,91
13293,91
13298,91
13297,91
13302,91
13308,91
13306,91
13318,91
13320,91
13323,91
13324,91
13319,91
13322,91
13335,91
13330,91
13334,91
13333,91
13336,91
13355,91
13341,91
13344,91
13360,91
13364,91
13367,91
13365,91
13362,91
13375,91
13378,91
13381,91
13393,91
13385,91
13383,91
13389,91
13399,91
13398,91
13411,92
13414,92
13402,92
13403,92
13408,92
13413,92
13434,92
13432,92
13425,92
13435,92
13448,92
13429,92
13455,92
13447,92
13449,92
13450,92
13461,92
13463,92
13474,92
13470,92
13477,92
13468,92
13478,92
13471,92
13483,92
13490,92
13493,92
13488,92
13500,92
13508,92
13495,92
13507,92
13501,92
13511,92
13509,92
13523,92
13527,92
13517,92
13524,92
13532,92
13535,92
13551,92
13542,92
13544,92
13556,92
13561,92
13578,92
13566,92
13576,92
13574,92
13573,92
13580,92
13591,92
13603,92
13589,92
13587,92
13600,92
13595,92
13614,92
13623,92
13609,92
13622,92
13607,92
13612,92
13629,92
13637,92
13639,92
13640,92
13633,92
13631,92
13634,92
13648,92
13651,92
13652,92
13667,92
13668,92
13661,92
13674,92
13675,92
13684,92
13677,92
13681,92
13678,92
13679,92
13696,93
13689,93
13698,93
13695,93
13697,93
13703,93
13718,93
13717,93
13721,93
13716,93
13729,93
13734,93
13747,93
13757,93
13754,93
13761,93
13743,93
13758,93
13756,93
13771,93
13776,93
13767,93
13768,93
13769,93
13774,93
13775,93
13765,93
13780,93
13789,93
13794,93
13792,93
13799,93
13801,93
13803,93
13800,93
13812,93
13807,93
13808,93
13820,93
13813,93
13822,93
13828,93
13837,93
13836,93
13833,93
13838,93
13846,93
13848,93
13853,93
13850,93
13857,93
13855,93
13864,93
13863,93
13865,93
13882,93
13877,93
13878,93
13884,93
13880,93
13881,93
13890,93
13905,93
13893,93
13898,93
13919,93
13917,93
13913,93
13924,93
13918,93
13921,93
13935,93
13939,93
13941,93
13946,93
13962,93
13959,93
13964,93
13955,93
